Date,Series of Member Payment Dependent Notes,Maximum aggregate principal amount offered,Stated interest rate,Service Charge,Initial maturity,Final maturity,Home ownership,Gross income,Debt-to-income ratio,Length of employment,Location,Home town,Current & past employers,Current employer,Job title,Education,Credit Score Range,Accounts Now Delinquent,Earliest Credit Line,Delinquent Amount,Open Credit Lines,Delinquencies (Last 2 years),Total Credit Lines,Months Since Last Delinquency,Revolving Credit Balance,Public Records on File,Revolving Line Utilization,Months Since Last Record,Inquiries in the Last 6 Months,Months Since Last Major Derogatory
"October 13, 2009",448576,"$15,250",12.87%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$3,333 / month",22.26%, 4 years 36 months,"MIAMI BEACH, FL",__,__,__,N/a,__,679-713,0,06/1998,$0.00,7,0,16,n/a,"$27,341.00",0,75.30%,n/a,0,N/a
"October 13, 2009",448612,"$9,800",11.48%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$3,200 / month",24.75%, 1 year 24 months,"LINDENHURST, NY",__,__,__,N/a,__,714-749,0,11/2003,$0.00,8,0,19,n/a,"$6,095.00",0,23.40%,n/a,1,N/a
"October 13, 2009",448655,"$5,000",14.26%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$6,833 / month",9.34%,5 years ,"EL MONTE, CA",__,__,__,N/a,__,660-678,0,09/1999,$0.00,7,0,12,70,"$4,232.00",0,46.00%,n/a,1,N/a
"October 13, 2009",448663,"$25,000",19.47%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",MORTGAGE,"$4,333 / month",7.73%,10+ years ,"Odessa, TX",__,__,__,N/a,__,660-678,0,10/1991,$0.00,15,1,35,8,"$21,406.00",0,39.20%,n/a,4,N/a
"October 13, 2009",448701,"$6,000",16.00%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$5,417 / month",13.42%, 1 year 24 months,"BOCA RATON, FL",__,__,__,N/a,__,660-678,0,09/1995,$0.00,14,0,21,44,"$4,543.00",2,29.50%,65,2,N/a
"October 13, 2009",448720,"$16,750",14.26%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",MORTGAGE,"$4,000 / month",23.32%,8 years ,"Winona, MN",__,__,__,N/a,__,679-713,0,07/2000,$0.00,8,1,32,22,"$21,107.00",0,55.00%,n/a,1,N/a
"October 13, 2009",448721,"$15,000",11.14%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",MORTGAGE,"$5,833 / month",13.68%,7 years ,"glen allen, VA",__,__,__,N/a,__,780+,0,01/1994,$0.00,7,0,19,n/a,"$1,248.00",0,3.70%,n/a,2,N/a
"October 13, 2009",448779,"$8,000",15.65%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$3,833 / month",7.43%, 1 month,"Los Angeles, CA",__,__,__,N/a,__,679-713,0,10/2003,$0.00,5,0,5,56,"$4,504.00",0,60.90%,n/a,0,N/a
"October 13, 2009",448786,"$6,000",11.48%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",OWN,"$3,333 / month",18.24%,n/a,"Dover, NH",__,__,__,N/a,__,679-713,0,01/1996,$0.00,7,0,19,n/a,"$15,955.00",0,70.90%,n/a,1,N/a
"October 13, 2009",448802,"$10,000",14.26%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$8,655 / month",1.56%,3 years ,"Lauderhill, FL",__,__,__,N/a,__,679-713,0,06/2005,$0.00,6,0,6,n/a,"$5,611.00",0,34.00%,n/a,2,N/a
"October 13, 2009",448819,"$19,900",11.83%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$5,333 / month",8.18%, 9 years 1 month,"Chicago, IL",__,__,__,N/a,__,714-749,0,09/1990,$0.00,11,0,20,n/a,"$27,095.00",0,67.10%,n/a,2,N/a
"October 13, 2009",448825,"$20,000",12.18%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",OWN,"$6,125 / month",22.32%, 1 year 24 months,"OAK LAWN, IL",__,__,__,N/a,__,714-749,0,09/1978,$0.00,16,0,23,n/a,"$33,980.00",0,74.70%,n/a,0,N/a
"October 13, 2009",448884,"$6,000",16.35%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$7,638 / month",0.84%,5 years ,"Ridgewood, NY",__,__,__,N/a,__,780+,0,05/1996,$0.00,2,0,23,n/a,$0.00,0,0.00%,n/a,0,N/a
"October 13, 2009",448888,"$8,000",17.39%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",MORTGAGE,"$6,033 / month",19.59%, 10+ years 5 months,"Castle Rock, CO",__,__,__,N/a,__,660-678,0,07/1990,$0.00,21,0,45,n/a,"$19,892.00",1,67.00%,97,1,N/a
"October 13, 2009",448900,"$4,500",11.48%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$3,583 / month",14.65%,n/a,"Ventura, CA",__,__,__,N/a,__,679-713,0,12/2001,$0.00,7,0,9,n/a,"$4,398.00",0,36.60%,n/a,1,N/a
"October 13, 2009",448925,"$16,000",13.22%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",MORTGAGE,"$5,417 / month",16.83%,3 years ,"Alexandria, VA",__,__,__,N/a,__,679-713,0,02/1994,$0.00,13,0,25,n/a,"$70,715.00",0,84.60%,n/a,0,N/a
"October 13, 2009",448951,"$10,000",19.13%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$3,000 / month",22.37%,  0 year 4 months,"Aumsville, OR",__,__,__,N/a,__,714-749,0,10/1998,$0.00,40,0,63,n/a,"$4,024.00",0,12.10%,n/a,2,N/a
"October 13, 2009",449093,"$5,000",12.53%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$2,700 / month",5.04%, 0 year ,"ARTESIA, CA",__,__,__,N/a,__,714-749,0,03/2000,$0.00,3,0,8,n/a,"$2,835.00",0,94.50%,n/a,0,N/a
"October 13, 2009",449165,"$24,250",12.18%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$12,050 / month",10.39%, 10+ years 252 months,"WELCH, WV",__,__,__,N/a,__,714-749,0,06/1984,$0.00,13,0,28,n/a,"$39,716.00",0,37.50%,n/a,1,N/a
"October 13, 2009",449172,"$9,000",8.94%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$3,512 / month",11.33%, 1 year 108 months,"LANCASTER, CA",__,__,__,N/a,__,714-749,0,04/2000,$0.00,10,0,30,n/a,"$13,421.00",0,67.40%,n/a,0,N/a
"October 13, 2009",449193,"$3,250",8.59%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,$500 / month,6.00%,n/a,"Morris Plains, NJ",__,__,__,N/a,__,714-749,0,12/2003,$0.00,6,0,8,n/a,"$1,215.00",0,32.80%,n/a,1,N/a
"October 13, 2009",449207,"$5,000",12.87%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",MORTGAGE,"$8,000 / month",5.40%, 1 year 36 months,"HUMBLE, TX",__,__,__,N/a,__,679-713,0,09/2000,$0.00,7,0,13,n/a,"$14,210.00",0,88.80%,n/a,3,N/a
"October 13, 2009",449247,"$16,000",16.70%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",MORTGAGE,"$12,500 / month",15.70%,n/a,"ebensburg, PA",__,__,__,N/a,__,679-713,0,12/1992,$0.00,6,0,41,n/a,"$5,306.00",1,96.50%,86,6,N/a
"October 13, 2009",449250,"$11,000",12.53%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",MORTGAGE,"$6,708 / month",11.33%, 9 years 96 months,"SEWICKLEY, PA",__,__,__,N/a,__,679-713,0,09/2001,$0.00,13,0,25,n/a,"$21,742.00",0,31.20%,n/a,1,N/a
"October 13, 2009",449253,"$10,750",11.14%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",MORTGAGE,"$2,333 / month",21.00%,1 year ,"San Antonio, TX",__,__,__,N/a,__,714-749,0,05/1988,$0.00,9,0,23,n/a,"$8,850.00",0,52.10%,n/a,1,N/a
"October 13, 2009",449262,"$25,000",13.92%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$6,500 / month",16.28%,n/a,"Valencia, CA",__,__,__,N/a,__,714-749,0,10/1996,$0.00,14,0,36,n/a,"$37,879.00",0,57.00%,n/a,6,N/a
"October 13, 2009",449264,"$25,000",13.22%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$4,333 / month",9.00%,1 year ,"saint albans, NY",__,__,__,N/a,__,750-779,0,10/2005,$0.00,5,0,9,n/a,"$2,951.00",0,20.60%,n/a,0,N/a
"October 13, 2009",449275,"$15,000",12.87%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$3,333 / month",22.74%, 1 year 12 months,"MIAMI, FL",__,__,__,N/a,__,679-713,0,01/2002,$0.00,12,0,18,n/a,"$17,328.00",0,79.90%,n/a,0,N/a
"October 13, 2009",449286,"$25,000",12.87%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$5,250 / month",14.42%,1 year ,"Fort Washington, PA",__,__,__,N/a,__,714-749,0,10/1989,$0.00,10,0,18,60,"$15,316.00",0,48.10%,n/a,3,N/a
"October 13, 2009",449291,"$8,400",12.87%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",MORTGAGE,"$2,750 / month",8.55%,1 year ,"chicago, IL",__,__,__,N/a,__,679-713,0,05/2000,$0.00,5,0,9,n/a,"$8,657.00",0,88.30%,n/a,0,N/a
"October 13, 2009",449299,"$10,000",13.22%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",OWN,"$6,000 / month",0.93%,1 year ,"San Francisco, CA",__,__,__,N/a,__,714-749,0,11/2005,$0.00,7,0,8,n/a,"$3,714.00",0,18.20%,n/a,0,N/a
"October 13, 2009",449306,"$9,600",13.22%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",MORTGAGE,"$5,208 / month",15.76%,1 year ,"Ostrander, OH",__,__,__,N/a,__,679-713,0,12/1995,$0.00,6,0,34,n/a,"$5,954.00",0,87.60%,n/a,3,N/a
"October 13, 2009",449310,"$20,000",17.04%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",MORTGAGE,"$8,583 / month",7.60%,1 year ,"lauderhill, FL",__,__,__,N/a,__,679-713,0,06/1995,$0.00,14,0,33,32,"$54,633.00",0,44.40%,n/a,0,N/a
"October 13, 2009",449313,"$13,000",16.00%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",MORTGAGE,"$2,915 / month",18.87%, 1 year 60 months,"CHEYENNE, WY",__,__,__,N/a,__,660-678,0,04/2001,$0.00,8,0,11,n/a,"$18,554.00",0,79.60%,n/a,1,N/a
"October 13, 2009",449323,"$2,000",7.40%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",MORTGAGE,"$2,167 / month",13.71%, 2 years 12 months,"SELMA, AL",__,__,__,N/a,__,750-779,0,11/2001,$0.00,10,0,24,n/a,"$1,883.00",0,6.50%,n/a,2,N/a
"October 13, 2009",449325,"$18,000",17.39%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",MORTGAGE,"$6,242 / month",11.84%,1 year ,"Beggs, OK",__,__,__,N/a,__,660-678,0,05/2005,$0.00,9,0,13,n/a,"$12,798.00",0,93.20%,n/a,1,N/a
"October 13, 2009",449344,"$10,000",18.43%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",MORTGAGE,"$7,450 / month",1.26%,n/a,"Taylors, SC",__,__,__,N/a,__,679-713,0,03/2001,$0.00,11,0,16,n/a,"$3,327.00",0,23.80%,n/a,2,N/a
"October 13, 2009",449345,"$25,000",11.83%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$4,167 / month",13.27%,1 year ,"Sugar Land, TX",__,__,__,N/a,__,750-779,0,12/1986,$0.00,9,0,17,n/a,"$6,606.00",0,35.70%,n/a,0,N/a
"October 13, 2009",449363,"$7,000",8.94%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$3,000 / month",2.60%,1 year ,"San Francisco, CA",__,__,__,N/a,__,750-779,0,10/2000,$0.00,5,0,12,31,$0.00,0,0.00%,n/a,0,N/a
"October 13, 2009",449371,"$25,000",14.96%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",MORTGAGE,"$4,417 / month",13.00%,1 year ,"Sun Valley, CA",__,__,__,N/a,__,679-713,0,03/1999,$0.00,8,0,15,78,"$9,784.00",0,77.20%,n/a,0,N/a
"October 13, 2009",449378,"$2,800",15.31%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$4,667 / month",23.49%, 1 year 48 months,"SCOTTSDALE, AZ",__,__,__,N/a,__,679-713,0,01/1998,$0.00,11,0,16,n/a,"$21,076.00",0,98.50%,n/a,2,N/a
"October 13, 2009",449379,"$23,500",13.22%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",OWN,"$4,333 / month",19.62%,1 year ,"Leavenworth, KS",__,__,__,N/a,__,714-749,0,12/1997,$0.00,6,0,11,n/a,"$35,682.00",0,69.20%,n/a,4,N/a
"October 13, 2009",449384,"$10,000",14.96%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$5,083 / month",16.19%,1 year ,"LOS ANGELES, CA",__,__,__,N/a,__,660-678,0,05/1992,$0.00,8,0,36,75,"$5,494.00",0,83.20%,n/a,4,N/a
"October 13, 2009",449386,"$12,000",12.87%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$4,810 / month",5.30%, 1 year 96 months,"CHICAGO, IL",__,__,__,N/a,__,679-713,0,12/1997,$0.00,6,0,16,72,"$14,722.00",0,70.10%,n/a,1,N/a
"October 13, 2009",449428,"$2,500",13.57%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$3,000 / month",19.90%,1 year ,"irvine, CA",__,__,__,N/a,__,660-678,0,10/2002,$0.00,6,0,12,32,"$2,610.00",0,27.80%,n/a,1,N/a
"October 13, 2009",449463,"$15,000",8.94%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",MORTGAGE,"$8,333 / month",3.16%, 10+ years 120 months,"MIAMI, FL",__,__,__,N/a,__,780+,0,05/1986,$0.00,13,0,32,n/a,"$33,710.00",0,7.30%,n/a,0,N/a
"October 13, 2009",449516,"$23,500",14.26%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$5,333 / month",24.88%, 1 year 48 months,"LAKE FOREST, IL",__,__,__,N/a,__,679-713,0,04/1981,$0.00,9,0,17,n/a,"$30,803.00",0,84.40%,n/a,1,N/a
"October 13, 2009",449526,"$18,000",15.65%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",MORTGAGE,"$5,417 / month",9.16%,9 years ,"Sugar Hill, GA",__,__,__,N/a,__,714-749,0,04/1998,$0.00,15,0,34,n/a,"$13,381.00",0,49.40%,n/a,1,N/a
"October 13, 2009",449546,"$5,000",11.14%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$4,167 / month",13.51%, 1 year 60 months,"NEW YORK, NY",__,__,__,N/a,__,714-749,0,09/1984,$0.00,4,1,15,18,"$11,919.00",0,76.90%,n/a,1,N/a
"October 13, 2009",449548,"$16,000",15.65%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$3,250 / month",19.75%, 1 year 72 months,"GRAND BLANC, MI",__,__,__,N/a,__,679-713,0,09/2000,$0.00,3,0,5,n/a,"$19,418.00",0,95.70%,n/a,0,N/a
"October 13, 2009",449554,"$2,400",12.18%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$3,750 / month",20.67%, 1 year 36 months,"COLUMBUS, OH",__,__,__,N/a,__,679-713,0,09/2002,$0.00,9,1,22,16,$563.00,0,4.50%,n/a,1,N/a
"October 13, 2009",449556,"$16,000",16.70%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",MORTGAGE,"$8,167 / month",8.52%,n/a,"Guttenberg, NJ",__,__,__,N/a,__,660-678,0,10/1997,$0.00,10,0,23,34,"$31,961.00",0,87.90%,n/a,1,N/a
"October 13, 2009",449558,"$8,000",15.65%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$4,583 / month",9.21%, 1 year 19 months,"PHILADELPHIA, PA",__,__,__,N/a,__,660-678,0,01/1990,$0.00,9,1,11,9,"$1,097.00",0,39.20%,n/a,5,N/a
"October 13, 2009",449565,"$16,000",13.22%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",MORTGAGE,"$5,750 / month",20.00%,n/a,"Florence, KY",__,__,__,N/a,__,679-713,0,07/1998,$0.00,13,0,19,n/a,"$4,326.00",0,34.10%,n/a,0,N/a
"October 13, 2009",449568,"$10,000",11.83%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",MORTGAGE,"$10,250 / month",0.15%, 1 year 12 months,"AGAWAM, MA",__,__,__,N/a,__,780+,0,01/1998,$0.00,3,0,21,n/a,$467.00,0,2.30%,n/a,0,N/a
"October 13, 2009",449577,"$12,000",13.57%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$2,500 / month",17.92%,n/a,"Gladstone, MO",__,__,__,N/a,__,679-713,0,06/2000,$0.00,7,0,13,n/a,"$11,386.00",0,55.50%,n/a,0,N/a
"October 13, 2009",449589,"$12,200",12.53%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",OWN,"$2,333 / month",10.93%, 4 years 36 months,"BEAR, DE",__,__,__,N/a,__,679-713,0,06/2004,$0.00,9,0,13,n/a,"$12,558.00",0,40.00%,n/a,2,N/a
"October 13, 2009",449610,"$12,000",12.87%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$4,167 / month",11.45%,1 year ,"Chicago, IL",__,__,__,N/a,__,679-713,0,07/2003,$0.00,9,1,13,13,$684.00,1,6.10%,18,0,N/a
"October 13, 2009",449615,"$4,750",11.48%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,$800 / month,8.88%,n/a,"Cedar Creek, TX",__,__,__,N/a,__,714-749,0,02/1992,$0.00,5,0,5,n/a,"$1,325.00",0,88.30%,n/a,3,N/a
"October 13, 2009",449623,"$15,000",16.35%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",MORTGAGE,"$16,667 / month",13.07%,1 year ,"stonbrook, NY",__,__,__,N/a,__,660-678,0,04/1985,$0.00,18,4,31,3,"$171,950.00",0,81.60%,n/a,1,N/a
"October 13, 2009",449645,"$25,000",19.13%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",MORTGAGE,"$13,833 / month",22.50%,n/a,"Westerville, OH",__,__,__,N/a,__,679-713,0,12/1977,$0.00,20,1,37,16,"$67,768.00",0,44.90%,n/a,2,N/a
"October 13, 2009",449646,"$9,000",11.83%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$3,000 / month",11.67%, 10+ years 120 months,"LITHONIA, GA",__,__,__,N/a,__,714-749,0,05/2004,$0.00,4,0,7,n/a,"$3,973.00",0,44.60%,n/a,1,N/a
"October 13, 2009",449657,"$10,000",8.94%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",MORTGAGE,"$7,234 / month",13.34%,n/a,"Oxnard, CA",__,__,__,N/a,__,714-749,0,02/1990,$0.00,12,0,40,n/a,"$39,299.00",0,54.30%,n/a,0,N/a
"October 13, 2009",449668,"$4,750",13.57%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$2,320 / month",24.96%, 5 years 48 months,"NORTH LAS VEGAS, NV",__,__,__,N/a,__,679-713,0,01/2005,$0.00,4,0,4,n/a,"$3,029.00",0,94.70%,n/a,1,N/a
"October 13, 2009",449692,"$25,000",16.00%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$4,200 / month",15.50%,1 year ,"West Palm Beach, FL",__,__,__,N/a,__,714-749,0,06/2002,$0.00,7,0,10,n/a,"$8,421.00",0,38.10%,n/a,1,N/a
"October 13, 2009",449708,"$3,000",11.48%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$30,000 / month",2.09%,1 year ,"kerman, CA",__,__,__,N/a,__,679-713,0,09/1999,$0.00,9,0,16,82,"$1,950.00",0,10.70%,n/a,1,N/a
"October 13, 2009",449720,"$10,500",15.31%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$4,000 / month",10.40%, 10+ years 216 months,"HONOLULU, HI",__,__,__,N/a,__,660-678,0,09/1992,$0.00,8,1,11,8,"$7,218.00",0,54.30%,n/a,2,N/a
"October 13, 2009",449728,"$17,500",12.18%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$6,267 / month",4.07%,1 year ,"LaCresenta, CA",__,__,__,N/a,__,714-749,0,02/1994,$0.00,9,0,15,n/a,"$34,790.00",0,49.30%,n/a,2,N/a
"October 13, 2009",449731,"$6,000",12.87%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$3,033 / month",1.75%, 1 year 4 months,"ORANGE PARK, FL",__,__,__,N/a,__,679-713,0,09/2004,$0.00,7,0,13,n/a,"$3,867.00",0,32.50%,n/a,2,N/a
"October 13, 2009",449735,"$21,600",13.92%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",OWN,"$7,917 / month",11.23%, 1 year 24 months,"LAWRENCEVILLE, GA",__,__,__,N/a,__,679-713,0,07/1992,$0.00,13,1,26,10,"$31,904.00",0,63.10%,n/a,0,N/a
"October 13, 2009",449737,"$13,050",11.48%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$5,250 / month",13.33%, 1 year 24 months,"HOBOKEN, NJ",__,__,__,N/a,__,714-749,0,05/2001,$0.00,8,0,16,n/a,"$13,046.00",0,65.20%,n/a,0,N/a
"October 13, 2009",449741,"$1,400",7.74%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$3,333 / month",7.47%,1 year ,"Hoover, AL",__,__,__,N/a,__,714-749,0,02/2000,$0.00,8,0,14,n/a,"$15,774.00",0,49.80%,n/a,2,N/a
"October 13, 2009",449768,"$3,000",11.83%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",OWN,"$2,800 / month",15.61%,9 years ,"San Angelo, TX",__,__,__,N/a,__,679-713,0,04/1983,$0.00,7,0,22,35,"$1,125.00",0,23.40%,n/a,2,N/a
"October 13, 2009",449788,"$10,000",8.59%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$2,083 / month",7.20%,n/a,"Harleysville, PA",__,__,__,N/a,__,750-779,0,09/2001,$0.00,8,0,10,41,"$4,355.00",0,24.10%,n/a,0,N/a
"October 13, 2009",449803,"$5,000",7.40%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$1,250 / month",16.16%,1 year ,"Scranton, PA",__,__,__,N/a,__,780+,0,09/1998,$0.00,6,0,11,n/a,$811.00,0,7.70%,n/a,0,N/a
"October 13, 2009",449831,"$4,000",11.83%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$2,500 / month",20.68%,1 year ,"Rochester, MN",__,__,__,N/a,__,714-749,0,03/2005,$0.00,5,0,14,n/a,"$3,866.00",0,53.00%,n/a,0,N/a
"October 13, 2009",449866,"$6,000",14.96%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",MORTGAGE,"$4,167 / month",0.86%,5 years ,"kenner, LA",__,__,__,N/a,__,750-779,0,11/1988,$0.00,3,0,18,75,"$1,749.00",0,24.00%,n/a,0,N/a
"October 13, 2009",449867,"$24,250",14.96%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$5,995 / month",12.19%, 1 year 12 months,"VOORHEES, NJ",__,__,__,N/a,__,679-713,0,10/1995,$0.00,8,0,47,n/a,"$34,665.00",0,94.70%,n/a,0,N/a
"October 13, 2009",449880,"$5,000",8.59%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$2,667 / month",14.74%,1 year ,"houston, TX",__,__,__,N/a,__,714-749,0,06/2000,$0.00,12,1,25,10,"$3,192.00",0,23.00%,n/a,2,N/a
"October 13, 2009",449882,"$6,000",8.59%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",OWN,"$5,417 / month",11.74%,10+ years ,"clifton, NJ",__,__,__,N/a,__,714-749,0,12/1990,$0.00,9,1,21,22,"$14,172.00",0,32.80%,n/a,2,N/a
"October 13, 2009",449899,"$15,000",13.57%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",MORTGAGE,"$10,000 / month",12.42%, 3 years 24 months,"SAN ANTONIO, TX",__,__,__,N/a,__,679-713,0,08/1997,$0.00,11,0,22,n/a,"$11,047.00",1,33.60%,77,2,N/a
"October 13, 2009",449913,"$2,000",11.83%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$3,167 / month",4.80%, 1 year 8 months,"MIAMI BEACH, FL",__,__,__,N/a,__,679-713,0,09/1997,$0.00,5,0,21,58,$768.00,0,5.60%,n/a,0,N/a
"October 13, 2009",449915,"$1,200",13.57%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$3,300 / month",21.30%, 2 years 18 months,"WACO, TX",__,__,__,N/a,__,660-678,0,10/2000,$0.00,7,0,12,62,"$11,594.00",0,87.80%,n/a,3,N/a
"October 13, 2009",449935,"$5,000",17.04%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$1,667 / month",0.60%, 1 year 4 months,"CHICAGO, IL",__,__,__,N/a,__,679-713,0,06/2005,$0.00,8,1,15,5,$539.00,0,2.40%,n/a,8,N/a
"October 13, 2009",449936,"$5,000",8.59%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",OWN,"$1,667 / month",10.92%, 1 year 12 months,"SHERIDAN, IL",__,__,__,N/a,__,714-749,0,12/1997,$0.00,9,0,23,82,"$5,276.00",0,50.20%,n/a,0,N/a
"October 13, 2009",449939,"$10,000",11.14%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$2,500 / month",8.12%,7 years ,"SAN FRANCISCO, CA",__,__,__,N/a,__,714-749,0,12/2001,$0.00,15,0,29,n/a,"$15,950.00",0,24.70%,n/a,3,N/a
"October 13, 2009",449944,"$13,000",13.92%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",OWN,"$5,583 / month",21.58%,3 years ,"Arlington, MN",__,__,__,N/a,__,679-713,0,02/2002,$0.00,13,0,27,n/a,"$19,335.00",0,74.40%,n/a,0,N/a
"October 13, 2009",449956,"$20,000",12.53%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",MORTGAGE,"$5,200 / month",3.65%,7 years ,"Glendale, AZ",__,__,__,N/a,__,780+,0,08/1993,$0.00,3,0,8,n/a,"$9,231.00",0,30.80%,n/a,0,N/a
"October 13, 2009",449976,"$25,000",13.57%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$8,208 / month",0.82%,1 year ,"north hollywood, CA",__,__,__,N/a,__,750-779,0,10/2000,$0.00,5,0,12,n/a,"$3,235.00",0,15.20%,n/a,6,N/a
"October 13, 2009",449978,"$25,000",11.83%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",MORTGAGE,"$19,650 / month",2.51%,10+ years ,"North Hollywood, CA",__,__,__,N/a,__,780+,0,07/1995,$0.00,15,0,38,n/a,"$2,069.00",0,4.00%,n/a,1,N/a
"October 13, 2009",450001,"$3,200",13.57%,1.00%,"Three years, four business days following
issuance","One year after initial
maturity",RENT,"$2,000 / month",17.50%, 3 years 36 months,"SAN LEANDRO, CA",__,__,__,N/a,__,679-713,0,06/2002,$0.00,5,0,7,n/a,"$8,794.00",0,86.20%,n/a,1,N/a
