Series of Member Payment Dependent Notes,Maximum aggregate principal amount of Notes offered,Aggregate principal amount of Notes sold,Stated interest rate,Service Charge,Sale and Original Issue Date,Initial maturity,Final maturity,Amount of corresponding loan funded by Lending Club,Home ownership,Gross income,Debt-to-income ratio,Length of employment,Location,Home town,Current & past employers,Current employer,Job title,Education,Credit Score Range,Accounts Now Delinquent,Earliest Credit Line,Delinquent Amount,Open Credit Lines,Delinquencies (Last 2 years),Total Credit Lines,Months Since Last Delinquency,Revolving Credit Balance,Public Records on File,Revolving Line Utilization,Months Since Last Record,Inquiries in the Last 6 Months
441976,"$4,500","$4,500",12.18%,1.00%,"September 18, 2009","September 28, 2012","September 28, 2013",$0,RENT,"$6,167 / month",1.49%,n/a,"BROOKLYN, NY",__,__,__,N/a,__,679-713,0,05/1999,$0.00,5,1,6,20,"$2,698.00",0,33.30%,n/a,2
441983,"$2,400","$2,400",17.04%,1.00%,"September 22, 2009","September 30, 2012","September 30, 2013",$0,MORTGAGE,"$6,417 / month",7.46%, 1 year 8 months,"SYRACUSE, NY",__,__,__,N/a,__,660-678,0,11/1997,$0.00,7,0,21,42,$575.00,0,16.00%,n/a,2
442093,"$14,900","$14,900",11.83%,1.00%,"September 21, 2009","September 28, 2012","September 28, 2013",$0,RENT,"$4,583 / month",9.51%, 4 years 5 months,"Los Angeles, CA",__,__,__,N/a,__,714-749,0,05/2005,$0.00,6,0,7,n/a,"$1,691.00",0,16.50%,n/a,1
442105,"$11,000","$11,000",8.94%,1.00%,"September 17, 2009","September 28, 2012","September 28, 2013",$0,MORTGAGE,"$4,392 / month",8.95%, 6 years 10 months,"SALEM, OR",__,__,__,N/a,__,714-749,0,02/1984,$0.00,10,0,33,69,"$25,212.00",0,46.60%,n/a,1
442115,"$2,500","$2,500",12.53%,1.00%,"September 17, 2009","September 28, 2012","September 28, 2013",$0,RENT,"$5,833 / month",10.68%, 3 years 6 months,"LAS VEGAS, NV",__,__,__,N/a,__,679-713,0,10/1993,$0.00,4,0,10,56,"$4,403.00",0,88.10%,n/a,0
442147,"$6,000","$6,000",13.92%,1.00%,"September 18, 2009","September 28, 2012","September 28, 2013",$0,MORTGAGE,"$5,167 / month",14.05%, 2 years 5 months,"Lorton, VA",__,__,__,N/a,__,660-678,0,03/2000,$0.00,7,0,8,n/a,"$5,810.00",0,85.40%,n/a,1
442183,"$12,500","$12,500",8.94%,1.00%,"September 22, 2009","September 28, 2012","September 28, 2013",$0,MORTGAGE,"$4,583 / month",17.15%, 19 years 9 months,"Shreveport, LA",__,__,__,N/a,__,750-779,0,05/1992,$0.00,6,0,26,n/a,"$24,452.00",0,66.40%,n/a,0
442191,"$12,000","$12,000",8.94%,1.00%,"September 18, 2009","September 28, 2012","September 28, 2013",$0,RENT,"$4,750 / month",18.99%, 4 years 3 months,"PLANO, TX",__,__,__,N/a,__,750-779,0,11/2001,$0.00,13,0,26,n/a,"$25,577.00",0,30.80%,n/a,1
442290,"$17,500","$17,500",8.94%,1.00%,"September 21, 2009","September 28, 2012","September 28, 2013",$0,MORTGAGE,"$10,833 / month",9.81%, 14 years 9 months,"White Plains, NY",__,__,__,N/a,__,750-779,0,10/1995,$0.00,12,0,39,n/a,"$8,651.00",0,13.60%,n/a,1
442337,"$5,000","$5,000",14.26%,1.00%,"September 22, 2009","September 28, 2012","September 28, 2013",$0,MORTGAGE,"$4,637 / month",8.17%, 9 years 3 months,"Upper Marlboro, MD",__,__,__,N/a,__,660-678,0,12/1997,$0.00,9,0,11,n/a,"$9,685.00",0,43.20%,n/a,1
442354,"$6,000","$6,000",14.61%,1.00%,"September 22, 2009","September 28, 2012","September 28, 2013",$0,MORTGAGE,"$3,221 / month",12.76%,n/a,"Warrensburg, MO",__,__,__,N/a,__,750-779,0,05/1994,$0.00,5,0,16,n/a,"$4,031.00",0,39.10%,n/a,5
442471,"$3,000","$3,000",11.14%,1.00%,"September 18, 2009","September 28, 2012","September 28, 2013",$0,RENT,"$2,250 / month",17.29%, 1 month,"Hamilton, NJ",__,__,__,N/a,__,714-749,0,09/2002,$0.00,5,0,11,n/a,"$4,502.00",0,40.90%,n/a,2
442478,"$14,550","$14,550",11.83%,1.00%,"September 22, 2009","September 28, 2012","September 28, 2013",$0,MORTGAGE,"$3,750 / month",14.56%, 1 year 8 months,"Easton, PA",__,__,__,N/a,__,714-749,0,06/2003,$0.00,15,0,28,n/a,"$25,729.00",0,52.40%,n/a,0
442691,"$8,000","$8,000",15.65%,1.00%,"September 21, 2009","September 29, 2012","September 29, 2013",$0,MORTGAGE,"$5,000 / month",16.72%, 3 months,"Commerce Township, MI",__,__,__,N/a,__,714-749,0,09/2002,$0.00,2,0,3,n/a,"$16,951.00",0,99.70%,n/a,0
442699,"$12,000","$12,000",13.92%,1.00%,"September 22, 2009","September 29, 2012","September 29, 2013",$0,MORTGAGE,"$6,667 / month",8.36%, 4 years 5 months,"LANDENBERG, PA",__,__,__,N/a,__,714-749,0,11/2001,$0.00,16,0,19,n/a,"$10,942.00",0,13.70%,n/a,7
442771,"$15,000","$15,000",12.18%,1.00%,"September 22, 2009","September 30, 2012","September 30, 2013",$0,RENT,"$4,083 / month",16.97%,6 years ,"Athens, GA",__,__,__,N/a,__,714-749,0,03/1998,$0.00,9,0,14,n/a,"$11,530.00",0,49.10%,n/a,0
442807,"$5,500","$5,500",12.18%,1.00%,"September 21, 2009","September 29, 2012","September 29, 2013",$0,MORTGAGE,"$8,083 / month",14.75%, 6 years 5 months,"Dickerson, MD",__,__,__,N/a,__,679-713,0,02/1987,$0.00,20,0,42,63,"$36,428.00",0,70.70%,n/a,0
442869,"$10,000","$10,000",11.14%,1.00%,"September 21, 2009","September 29, 2012","September 29, 2013",$0,RENT,"$3,750 / month",22.13%, 9 years 9 months,"Long Island City, NY",__,__,__,N/a,__,714-749,0,07/1999,$0.00,15,1,21,18,"$12,253.00",0,18.90%,n/a,2
442884,"$6,350","$6,350",13.57%,1.00%,"September 22, 2009","September 29, 2012","September 29, 2013",$0,OWN,"$1,500 / month",21.53%,2 years ,"FRIENDSHIP, WI",__,__,__,N/a,__,714-749,0,10/2001,$0.00,3,0,10,n/a,"$7,727.00",0,95.40%,n/a,0
442982,"$7,000","$7,000",7.74%,1.00%,"September 22, 2009","September 30, 2012","September 30, 2013",$0,MORTGAGE,"$6,583 / month",3.17%, 1 year 5 months,"Holland, OH",__,__,__,N/a,__,780+,0,02/1997,$0.00,7,0,22,35,$482.00,0,1.60%,n/a,2
442984,"$6,000","$6,000",7.74%,1.00%,"September 18, 2009","September 29, 2012","September 29, 2013",$0,MORTGAGE,"$6,708 / month",15.69%, 4 years 2 months,"Plain, WI",__,__,__,N/a,__,750-779,0,10/1999,$0.00,10,0,38,n/a,"$6,207.00",0,41.40%,n/a,3
442992,"$9,000","$9,000",11.83%,1.00%,"September 21, 2009","September 29, 2012","September 29, 2013",$0,RENT,"$4,333 / month",20.49%, 6 months,"Mountain View, CA",__,__,__,N/a,__,679-713,0,01/1997,$0.00,9,0,12,n/a,"$23,750.00",0,47.70%,n/a,1
442993,"$14,000","$14,000",11.48%,1.00%,"September 22, 2009","September 29, 2012","September 29, 2013",$0,MORTGAGE,"$9,083 / month",21.29%, 4 years 6 months,"Henderson, NV",__,__,__,N/a,__,714-749,0,05/1995,$0.00,14,0,33,n/a,"$15,812.00",0,50.00%,n/a,1
443016,"$10,000","$10,000",13.57%,1.00%,"September 22, 2009","September 29, 2012","September 29, 2013",$0,MORTGAGE,"$10,167 / month",8.38%, 8 years 1 month,"Chicago, IL",__,__,__,N/a,__,679-713,0,07/1995,$0.00,9,0,49,36,$865.00,0,72.10%,n/a,3
443055,"$1,800","$1,800",12.18%,1.00%,"September 22, 2009","September 30, 2012","September 30, 2013",$0,MORTGAGE,"$6,416 / month",5.30%,9 years ,"HAMPTON, GA",__,__,__,N/a,__,679-713,0,01/1994,$0.00,5,1,19,19,"$1,836.00",0,34.60%,n/a,1
443099,"$5,000","$5,000",7.74%,1.00%,"September 21, 2009","September 30, 2012","September 30, 2013",$0,RENT,"$8,333 / month",10.24%, 9 months,"OAKTON, VA",__,__,__,N/a,__,750-779,0,01/1994,$0.00,11,0,54,n/a,"$15,509.00",0,25.70%,n/a,1
443100,"$18,000","$18,000",8.94%,1.00%,"September 22, 2009","September 29, 2012","September 29, 2013",$0,MORTGAGE,"$6,667 / month",5.37%, 21 years 2 months,"Pacoima, CA",__,__,__,N/a,__,750-779,0,07/1990,$0.00,8,0,22,n/a,"$17,915.00",0,17.00%,n/a,3
443101,"$5,000","$5,000",12.18%,1.00%,"September 21, 2009","September 29, 2012","September 29, 2013",$0,RENT,"$4,458 / month",10.50%,5 years ,"Addison, IL",__,__,__,N/a,__,679-713,0,12/1992,$0.00,8,0,17,63,"$4,819.00",0,55.30%,n/a,0
443197,"$11,000","$11,000",8.94%,1.00%,"September 22, 2009","September 30, 2012","September 30, 2013",$0,MORTGAGE,"$11,250 / month",13.79%, 10 months,"ROSENBERG, TX",__,__,__,N/a,__,750-779,0,03/1984,$0.00,8,0,34,29,"$2,308.00",0,33.00%,n/a,3
443215,"$15,000","$15,000",11.14%,1.00%,"September 22, 2009","September 30, 2012","September 30, 2013",$0,RENT,"$6,250 / month",8.05%, 7 years 4 months,"Adrian, MI",__,__,__,N/a,__,750-779,0,12/1993,$0.00,12,0,28,33,"$5,404.00",0,5.20%,n/a,0
443297,"$2,500","$2,500",7.40%,1.00%,"September 22, 2009","September 30, 2012","September 30, 2013",$0,n/a,"$15,500 / month",4.06%, 3 years 4 months,"Montgomery, TX",__,__,__,N/a,__,750-779,0,06/1981,$0.00,15,0,33,n/a,"$14,063.00",0,50.20%,n/a,1
443397,"$3,000","$3,000",13.57%,1.00%,"September 21, 2009","September 30, 2012","September 30, 2013",$0,RENT,"$3,333 / month",22.98%,7 years ,"BAYSIDE, NY",__,__,__,N/a,__,660-678,0,05/1997,$0.00,9,0,16,40,"$17,590.00",1,80.70%,101,1
443419,"$5,175","$5,175",12.18%,1.00%,"September 22, 2009","September 30, 2012","September 30, 2013",$0,RENT,"$1,250 / month",13.12%, 3 years 6 months,"MIAMI, FL",__,__,__,N/a,__,679-713,0,07/2005,$0.00,7,0,13,n/a,"$6,947.00",0,53.40%,n/a,0
443433,"$16,000","$16,000",11.14%,1.00%,"September 22, 2009","September 30, 2012","September 30, 2013",$0,RENT,"$6,417 / month",5.84%, 2 years 10 months,"San Francisco, CA",__,__,__,N/a,__,750-779,0,01/1973,$0.00,10,0,28,n/a,"$20,015.00",0,34.90%,n/a,0
443451,"$1,925","$1,925",12.18%,1.00%,"September 22, 2009","September 30, 2012","September 30, 2013",$0,RENT,"$2,500 / month",8.36%, 7 months,"Asheboro, SC",__,__,__,N/a,__,679-713,0,01/2006,$0.00,14,0,15,n/a,$277.00,0,46.20%,n/a,2
443452,"$3,500","$3,500",12.87%,1.00%,"September 22, 2009","September 30, 2012","September 30, 2013",$0,RENT,"$3,083 / month",9.79%, 6 months,"Allen, TX",__,__,__,N/a,__,679-713,0,08/2003,$0.00,11,0,12,n/a,"$9,868.00",0,73.10%,n/a,3
443834,"$6,400","$6,400",8.59%,1.00%,"September 22, 2009","October 1, 2012","October 1, 2013",$0,MORTGAGE,"$3,825 / month",15.24%, 1 year 2 months,"Pittsburgh, PA",__,__,__,N/a,__,714-749,0,09/1986,$0.00,10,0,20,n/a,"$13,010.00",0,36.80%,n/a,0
443859,"$8,600","$8,600",8.59%,1.00%,"September 22, 2009","October 1, 2012","October 1, 2013",$0,RENT,"$7,917 / month",16.16%, 10 months,"San Francisco, CA",__,__,__,N/a,__,750-779,0,08/1998,$0.00,7,0,29,n/a,"$30,330.00",0,30.90%,n/a,2
