Series of Member Payment Dependent Notes,Maximum aggregate principal amount of Notes offered,Aggregate principal amount of Notes sold,Stated interest rate,Service Charge,Sale and Original Issue Date,Initial maturity,Final maturity,Amount of corresponding loan funded by Lending Club,Home ownership,Gross income,Debt-to-income ratio,Length of employment,Location,Home town,Current & past employers,Current employer,Job title,Education,Credit Score Range,Accounts Now Delinquent,Earliest Credit Line,Delinquent Amount,Open Credit Lines,Delinquencies (Last 2 years),Total Credit Lines,Months Since Last Delinquency,Revolving Credit Balance,Public Records on File,Revolving Line Utilization,Months Since Last Record,Inquiries in the Last 6 Months
38519553,"$5,000","$5,000",11.44%,1.00%,"January 15, 2015","January 20, 2018","January 20, 2020",$0,RENT,"$1,917 / month",36.22%,6 years ,328xx,N/a,N/a,N/a,security officer,N/a,665-669,0,05/1996,$0.00,10,0,26,72,"$5,180.00",0,42.10%,n/a,0
38519759,"$18,350","$18,350",19.24%,1.00%,"January 14, 2015","January 22, 2018","January 22, 2020",$0,RENT,"$4,167 / month",18.27%,8 years ,444xx,N/a,N/a,N/a,Concrete Finisher,N/a,690-694,0,10/1999,$0.00,8,1,26,7,$544.00,0,9.20%,n/a,2
38520118,"$18,000","$18,000",11.99%,1.00%,"January 14, 2015","January 22, 2018","January 22, 2020",$0,MORTGAGE,"$9,200 / month",5.80%,2 years ,782xx,N/a,N/a,N/a,CAD Tech,N/a,665-669,0,06/2006,$0.00,8,0,27,36,"$10,119.00",0,37.30%,n/a,1
38520429,"$13,000","$13,000",8.67%,1.00%,"January 14, 2015","January 21, 2018","January 21, 2020",$0,RENT,"$10,000 / month",9.24%,10+ years ,238xx,N/a,N/a,N/a,Flight Paramedic,N/a,670-674,0,10/1997,$0.00,19,0,39,n/a,"$4,341.00",1,78.90%,60,0
38520577,"$3,500","$3,500",16.49%,1.00%,"January 14, 2015","January 21, 2018","January 21, 2020",$0,MORTGAGE,"$6,258 / month",18.76%,n/a,956xx,N/a,N/a,N/a,n/a,N/a,660-664,0,06/2004,$0.00,19,0,36,n/a,"$9,241.00",2,48.40%,24,1
38524222,"$3,600","$3,600",15.59%,1.00%,"January 15, 2015","January 7, 2018","January 7, 2020",$0,MORTGAGE,"$5,750 / month",6.38%,10+ years ,748xx,N/a,N/a,N/a,Supervisor,N/a,675-679,0,09/1995,$0.00,11,0,31,27,"$2,692.00",0,41.40%,n/a,0
38524243,"$6,925","$6,925",17.86%,1.00%,"January 15, 2015","January 22, 2018","January 22, 2020",$0,OWN,"$1,833 / month",20.89%,6 years ,809xx,N/a,N/a,N/a,prep cook,N/a,660-664,0,06/2008,$0.00,8,0,9,n/a,"$5,311.00",0,59.70%,n/a,0
38524414,"$15,000","$15,000",18.54%,1.00%,"January 14, 2015","January 9, 2020","January 9, 2020",$0,RENT,"$5,167 / month",13.51%,10+ years ,178xx,N/a,N/a,N/a,Lieutenant,N/a,660-664,0,04/2000,$0.00,5,0,20,55,"$5,733.00",0,84.30%,n/a,0
38524927,"$20,000","$20,000",14.99%,1.00%,"January 14, 2015","January 11, 2018","January 11, 2020",$0,RENT,"$5,000 / month",20.46%,< 1 year ,601xx,N/a,N/a,N/a,Structural Detailer,N/a,665-669,0,12/1998,$0.00,11,1,17,17,"$13,679.00",0,65.10%,n/a,1
38524963,"$5,500","$5,500",6.49%,1.00%,"January 15, 2015","January 23, 2018","January 23, 2020",$0,MORTGAGE,"$2,417 / month",20.07%,< 1 year ,786xx,N/a,N/a,N/a,Data entry,N/a,660-664,0,03/1996,$0.00,10,0,35,n/a,"$5,156.00",1,36.10%,64,0
38525010,"$5,600","$5,600",13.66%,1.00%,"January 20, 2015","January 12, 2018","January 12, 2020",$0,RENT,"$8,833 / month",13.07%,10+ years ,441xx,N/a,N/a,N/a,Business Analyst,N/a,660-664,0,10/1999,$0.00,8,0,29,n/a,"$28,670.00",0,52.80%,n/a,0
38525306,"$12,100","$12,100",17.14%,1.00%,"January 20, 2015","January 12, 2018","January 12, 2020",$0,MORTGAGE,"$5,000 / month",21.94%,5 years ,300xx,N/a,N/a,N/a,Hosting Specialist,N/a,665-669,0,09/1997,$0.00,8,0,20,80,"$7,257.00",2,88.00%,42,5
38525608,"$10,750","$10,750",14.99%,1.00%,"January 14, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$4,250 / month",27.84%,10+ years ,765xx,N/a,N/a,N/a,Suad Leader,N/a,690-694,0,11/2001,$0.00,8,0,18,n/a,"$20,591.00",0,78.00%,n/a,0
38526091,"$16,000","$16,000",8.67%,1.00%,"January 14, 2015","January 13, 2018","January 13, 2020",$0,MORTGAGE,"$6,000 / month",17.59%,1 year ,301xx,N/a,N/a,N/a,RN,N/a,715-719,0,03/2003,$0.00,19,0,44,62,"$16,425.00",0,26.50%,n/a,1
38526215,"$22,000","$22,000",11.44%,1.00%,"January 16, 2015","January 14, 2018","January 14, 2020",$0,MORTGAGE,"$11,417 / month",9.92%,9 years ,186xx,N/a,N/a,N/a,journeymen lineman,N/a,685-689,0,06/2008,$0.00,8,0,10,n/a,"$5,961.00",0,72.70%,n/a,0
38526345,"$3,000","$3,000",11.44%,1.00%,"January 20, 2015","January 16, 2018","January 16, 2020",$0,MORTGAGE,"$2,698 / month",8.71%,8 years ,447xx,N/a,N/a,N/a,intervention specialist,N/a,660-664,0,12/1993,$0.00,4,1,30,15,"$8,785.00",0,83.70%,n/a,0
38526371,"$14,375","$14,375",17.14%,1.00%,"January 15, 2015","January 14, 2018","January 14, 2020",$0,RENT,"$3,333 / month",15.60%,9 years ,104xx,N/a,N/a,N/a,Delivery Driver,N/a,675-679,0,02/2009,$0.00,10,0,15,n/a,"$12,409.00",0,53.70%,n/a,0
38526671,"$35,000","$35,000",16.49%,1.00%,"January 14, 2015","January 14, 2018","January 14, 2020",$0,MORTGAGE,"$5,833 / month",24.73%,2 years ,394xx,N/a,N/a,N/a,MENTOR,N/a,660-664,0,06/2000,$0.00,8,1,20,21,"$13,355.00",0,97.50%,n/a,0
38526950,"$35,000","$35,000",15.99%,1.00%,"January 20, 2015","January 15, 2018","January 15, 2020",$0,OWN,"$8,083 / month",21.10%,< 1 year ,600xx,N/a,N/a,N/a,QA Manager,N/a,675-679,0,11/1985,$0.00,13,0,22,n/a,"$44,504.00",0,88.10%,n/a,1
38526979,"$10,000","$10,000",19.24%,1.00%,"January 14, 2015","January 15, 2020","January 15, 2020",$0,RENT,"$4,083 / month",10.70%,2 years ,070xx,N/a,N/a,N/a,Instructor / Paraprofessional,N/a,705-709,0,08/1991,$0.00,9,0,16,n/a,"$6,497.00",0,55.50%,n/a,1
38527030,"$3,500","$3,500",16.49%,1.00%,"January 15, 2015","January 20, 2018","January 20, 2020",$0,RENT,"$3,000 / month",25.10%,2 years ,940xx,N/a,N/a,N/a,Animal care technician,N/a,660-664,0,02/2009,$0.00,9,0,11,n/a,"$5,595.00",0,49.50%,n/a,2
38527285,"$14,400","$14,400",6.03%,1.00%,"January 15, 2015","January 18, 2018","January 18, 2020",$0,MORTGAGE,"$5,333 / month",14.79%,1 year ,850xx,N/a,N/a,N/a,Digital System Coordinator,N/a,740-744,0,11/2001,$0.00,9,0,25,n/a,"$24,727.00",0,41.80%,n/a,0
38527332,"$20,000","$20,000",9.49%,1.00%,"January 14, 2015","January 21, 2018","January 21, 2020",$0,OWN,"$4,583 / month",29.99%,< 1 year ,770xx,N/a,N/a,N/a,Driver,N/a,685-689,0,04/2004,$0.00,12,0,23,34,"$9,399.00",0,34.40%,n/a,2
38527343,"$12,000","$12,000",14.31%,1.00%,"January 15, 2015","January 16, 2020","January 16, 2020",$0,RENT,"$5,333 / month",7.41%,8 years ,245xx,N/a,N/a,N/a,Owner,N/a,665-669,0,02/2004,$0.00,8,1,29,15,"$3,946.00",4,30.60%,50,0
38527492,"$10,000","$10,000",12.39%,1.00%,"January 14, 2015","January 16, 2018","January 16, 2020",$0,OWN,"$5,667 / month",15.55%,< 1 year ,077xx,N/a,N/a,N/a,ADVERTISING PRODUCTION MANAGER ,N/a,705-709,0,07/1989,$0.00,16,1,32,16,"$12,416.00",0,34.10%,n/a,0
38527522,"$8,600","$8,600",17.14%,1.00%,"January 20, 2015","January 25, 2018","January 25, 2020",$0,RENT,"$2,500 / month",18.08%,2 years ,038xx,N/a,N/a,N/a,supervisor,N/a,675-679,0,07/2008,$0.00,7,0,9,n/a,"$4,277.00",0,69.00%,n/a,1
38527683,"$35,000","$35,000",14.31%,1.00%,"January 15, 2015","January 17, 2018","January 17, 2020",$0,MORTGAGE,"$15,000 / month",14.00%,10+ years ,805xx,N/a,N/a,N/a,President,N/a,695-699,0,10/1999,$0.00,10,0,29,55,"$36,258.00",0,61.70%,n/a,1
38527709,"$22,875","$22,875",17.86%,1.00%,"January 15, 2015","January 27, 2020","January 27, 2020",$0,RENT,"$4,333 / month",22.06%,6 years ,530xx,N/a,N/a,N/a,Analytical Technician,N/a,695-699,0,02/2003,$0.00,10,0,45,39,"$17,322.00",0,73.70%,n/a,1
38527824,"$7,200","$7,200",6.03%,1.00%,"January 15, 2015","January 17, 2018","January 17, 2020",$0,MORTGAGE,"$5,000 / month",15.46%,10+ years ,934xx,N/a,N/a,N/a,E-6,N/a,715-719,0,02/2004,$0.00,6,0,16,42,"$5,902.00",0,43.70%,n/a,0
38527926,"$16,500","$16,500",10.49%,1.00%,"January 20, 2015","January 21, 2018","January 21, 2020",$0,MORTGAGE,"$3,417 / month",34.98%,3 years ,258xx,N/a,N/a,N/a,Driver,N/a,675-679,0,06/1974,$0.00,6,0,16,n/a,"$15,327.00",1,97.00%,118,0
38528083,"$10,800","$10,800",12.39%,1.00%,"January 15, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$3,177 / month",18.32%,4 years ,604xx,N/a,N/a,N/a,Field Technician,N/a,665-669,0,12/2004,$0.00,17,2,26,3,"$4,385.00",0,34.50%,n/a,1
38528277,"$8,400","$8,400",15.99%,1.00%,"January 16, 2015","January 18, 2018","January 18, 2020",$0,RENT,"$3,333 / month",5.58%,1 year ,770xx,N/a,N/a,N/a,Journeyman Glazier,N/a,695-699,0,01/2007,$0.00,8,0,12,n/a,"$6,296.00",0,33.80%,n/a,0
38528480,"$9,600","$9,600",8.67%,1.00%,"January 20, 2015","January 29, 2018","January 29, 2020",$0,MORTGAGE,"$2,267 / month",17.44%,5 years ,532xx,N/a,N/a,N/a,client services manager,N/a,725-729,0,08/2002,$0.00,6,0,11,n/a,"$9,387.00",0,70.10%,n/a,0
38528727,"$4,025","$4,025",17.14%,1.00%,"January 15, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$4,000 / month",18.33%,1 year ,294xx,N/a,N/a,N/a,MM3,N/a,670-674,0,12/2010,$0.00,9,0,11,n/a,"$11,693.00",0,75.00%,n/a,0
38528765,"$19,300","$19,300",17.86%,1.00%,"January 20, 2015","January 19, 2018","January 19, 2020",$0,MORTGAGE,"$5,000 / month",5.36%,9 years ,349xx,N/a,N/a,N/a,electrician,N/a,680-684,0,04/1986,$0.00,9,1,15,13,"$6,097.00",0,62.20%,n/a,2
38528767,"$16,000","$16,000",14.31%,1.00%,"January 14, 2015","January 19, 2018","January 19, 2020",$0,MORTGAGE,"$13,000 / month",19.88%,10+ years ,483xx,N/a,N/a,N/a,Professor,N/a,705-709,0,11/1984,$0.00,24,1,49,17,"$41,786.00",0,66.30%,n/a,1
38528859,"$10,000","$10,000",12.99%,1.00%,"January 14, 2015","January 20, 2018","January 20, 2020",$0,OWN,"$10,712 / month",18.74%,10+ years ,173xx,N/a,N/a,N/a,Manager,N/a,660-664,0,05/1978,$0.00,14,0,45,n/a,"$25,718.00",0,33.00%,n/a,2
38528906,"$5,000","$5,000",9.49%,1.00%,"January 14, 2015","January 20, 2018","January 20, 2020",$0,OWN,"$9,408 / month",29.73%,10+ years ,115xx,N/a,N/a,N/a,Director,N/a,660-664,0,06/1969,$0.00,18,5,57,9,"$20,811.00",0,72.80%,n/a,2
38528963,"$20,000","$20,000",8.67%,1.00%,"January 16, 2015","January 20, 2020","January 20, 2020",$0,RENT,"$5,417 / month",32.33%,7 years ,070xx,N/a,N/a,N/a,Technician,N/a,705-709,0,11/1996,$0.00,12,0,20,n/a,"$19,813.00",0,70.00%,n/a,0
38528966,"$7,000","$7,000",14.99%,1.00%,"January 20, 2015","January 20, 2018","January 20, 2020",$0,RENT,"$7,667 / month",17.41%,10+ years ,983xx,N/a,N/a,N/a,Rigger,N/a,685-689,0,12/2000,$0.00,8,0,15,n/a,"$3,055.00",1,62.30%,55,0
38529372,"$9,925","$9,925",19.24%,1.00%,"January 14, 2015","January 20, 2018","January 20, 2020",$0,MORTGAGE,"$2,917 / month",22.39%,8 years ,454xx,N/a,N/a,N/a,custodian,N/a,680-684,0,08/2000,$0.00,13,0,17,n/a,"$5,581.00",0,35.80%,n/a,2
38529445,"$3,500","$3,500",13.66%,1.00%,"January 20, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$5,000 / month",22.06%,1 year ,163xx,N/a,N/a,N/a,Forester,N/a,660-664,0,04/2001,$0.00,8,0,27,n/a,"$6,959.00",5,95.30%,37,1
38529565,"$15,000","$15,000",11.99%,1.00%,"January 14, 2015","January 23, 2018","January 23, 2020",$0,MORTGAGE,"$3,500 / month",16.31%,< 1 year ,334xx,N/a,N/a,N/a,Mechanic ,N/a,695-699,0,05/1995,$0.00,8,0,14,n/a,"$19,620.00",0,53.30%,n/a,1
38529590,"$20,000","$20,000",15.59%,1.00%,"January 15, 2015","January 22, 2020","January 22, 2020",$0,RENT,"$8,667 / month",16.69%,9 years ,346xx,N/a,N/a,N/a,Plumber,N/a,705-709,0,07/1998,$0.00,17,0,30,n/a,"$8,762.00",1,27.00%,82,1
38529687,"$16,450","$16,450",14.99%,1.00%,"January 15, 2015","January 28, 2018","January 28, 2020",$0,MORTGAGE,"$4,175 / month",35.93%,10+ years ,402xx,N/a,N/a,N/a,New poroducts and equipment spec,N/a,675-679,0,08/1999,$0.00,17,1,43,14,"$31,771.00",0,64.30%,n/a,0
38534404,"$15,000","$15,000",13.66%,1.00%,"January 15, 2015","January 19, 2018","January 19, 2020",$0,MORTGAGE,"$11,667 / month",16.18%,10+ years ,193xx,N/a,N/a,N/a,AVP/Seniot Underwriter,N/a,695-699,0,05/1985,$0.00,8,0,24,31,"$14,534.00",0,82.10%,n/a,2
38534642,"$16,000","$16,000",17.86%,1.00%,"January 15, 2015","January 10, 2020","January 10, 2020",$0,RENT,"$4,000 / month",23.94%,2 years ,900xx,N/a,N/a,N/a,Chef,N/a,755-759,0,10/2007,$0.00,15,0,16,n/a,"$10,028.00",0,13.80%,n/a,4
38534791,"$5,000","$5,000",11.99%,1.00%,"January 20, 2015","January 10, 2018","January 10, 2020",$0,RENT,"$1,417 / month",30.72%,10+ years ,114xx,N/a,N/a,N/a,home health aid,N/a,700-704,0,01/2005,$0.00,8,0,12,81,"$1,887.00",0,24.50%,n/a,1
38535212,"$8,500","$8,500",8.67%,1.00%,"January 20, 2015","February 1, 2018","February 1, 2020",$0,MORTGAGE,"$6,250 / month",29.01%,10+ years ,553xx,N/a,N/a,N/a,OFFICE MANAGER,N/a,780-784,0,11/1994,$0.00,13,0,25,n/a,"$8,228.00",0,22.30%,n/a,1
38535402,"$8,200","$8,200",16.49%,1.00%,"January 14, 2015","January 12, 2018","January 12, 2020",$0,MORTGAGE,"$1,917 / month",30.06%,9 years ,770xx,N/a,N/a,N/a,TL Attentdent 1,N/a,660-664,0,12/1989,$0.00,7,0,13,36,"$4,613.00",0,29.20%,n/a,0
38535424,"$12,075","$12,075",18.54%,1.00%,"January 16, 2015","January 29, 2018","January 29, 2020",$0,RENT,"$6,667 / month",10.13%,2 years ,293xx,N/a,N/a,N/a,Set-Up Tech,N/a,660-664,0,09/2008,$0.00,16,0,22,n/a,"$3,710.00",0,48.80%,n/a,0
38535765,"$17,100","$17,100",14.99%,1.00%,"January 20, 2015","January 12, 2018","January 12, 2020",$0,MORTGAGE,"$7,083 / month",1.34%,10+ years ,020xx,N/a,N/a,N/a,Owner,N/a,730-734,0,08/2003,$0.00,9,0,17,63,"$1,950.00",0,6.60%,n/a,1
38535971,"$20,000","$20,000",10.49%,1.00%,"January 15, 2015","January 13, 2018","January 13, 2020",$0,RENT,"$8,333 / month",17.52%,6 years ,112xx,N/a,N/a,N/a,Registered Nurse,N/a,660-664,0,04/1999,$0.00,22,0,45,25,"$13,597.00",2,58.40%,26,1
38536106,"$8,725","$8,725",19.24%,1.00%,"January 20, 2015","January 13, 2018","January 13, 2020",$0,MORTGAGE,"$5,000 / month",13.68%,n/a,234xx,N/a,N/a,N/a,n/a,N/a,665-669,0,08/2001,$0.00,11,1,37,19,"$4,474.00",2,44.70%,46,1
38536140,"$9,000","$9,000",13.66%,1.00%,"January 20, 2015","January 13, 2018","January 13, 2020",$0,MORTGAGE,"$11,250 / month",16.11%,10+ years ,926xx,N/a,N/a,N/a,Project Coordinator of Programs,N/a,665-669,0,07/1997,$0.00,21,0,67,40,"$24,227.00",1,50.20%,70,4
38536157,"$35,000","$35,000",16.49%,1.00%,"January 20, 2015","January 13, 2020","January 13, 2020",$0,RENT,"$10,833 / month",10.93%,10+ years ,781xx,N/a,N/a,N/a,Independent Landman,N/a,710-714,0,10/1995,$0.00,7,0,21,34,"$10,153.00",0,60.10%,n/a,1
38536251,"$32,000","$32,000",8.19%,1.00%,"January 15, 2015","January 13, 2018","January 13, 2020",$0,MORTGAGE,"$10,000 / month",21.68%,10+ years ,233xx,N/a,N/a,N/a,Surface Warfare Officer,N/a,695-699,0,07/1997,$0.00,17,0,49,n/a,"$50,529.00",0,65.70%,n/a,1
38536558,"$3,600","$3,600",10.49%,1.00%,"January 16, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$8,500 / month",6.56%,10+ years ,926xx,N/a,N/a,N/a,Architectural Sales Manager,N/a,660-664,0,09/1976,$0.00,8,0,34,70,"$13,988.00",1,68.60%,63,1
38537762,"$17,600","$17,600",12.99%,1.00%,"January 20, 2015","January 23, 2018","January 23, 2020",$0,MORTGAGE,"$4,280 / month",18.18%,10+ years ,360xx,N/a,N/a,N/a,General Ed Teacher,N/a,680-684,0,11/1998,$0.00,12,0,15,n/a,"$20,683.00",0,71.10%,n/a,0
38537941,"$5,000","$5,000",10.49%,1.00%,"January 14, 2015","January 16, 2018","January 16, 2020",$0,MORTGAGE,"$5,000 / month",18.60%,1 year ,344xx,N/a,N/a,N/a,cdl driver,N/a,695-699,0,04/2003,$0.00,8,1,13,20,"$3,046.00",0,59.70%,n/a,0
38538100,"$35,000","$35,000",18.54%,1.00%,"January 15, 2015","January 17, 2020","January 17, 2020",$0,MORTGAGE,"$6,167 / month",24.75%,10+ years ,882xx,N/a,N/a,N/a,Utility Supervisor,N/a,720-724,0,01/2000,$0.00,18,0,36,25,"$14,202.00",0,47.50%,n/a,0
38538164,"$20,000","$20,000",14.99%,1.00%,"January 16, 2015","January 18, 2020","January 18, 2020",$0,MORTGAGE,"$5,000 / month",35.56%,n/a,609xx,N/a,N/a,N/a,n/a,N/a,670-674,0,09/1999,$0.00,6,0,26,n/a,"$12,437.00",0,81.80%,n/a,0
38538424,"$10,000","$10,000",11.44%,1.00%,"January 15, 2015","January 17, 2018","January 17, 2020",$0,RENT,"$3,750 / month",25.76%,5 years ,107xx,N/a,N/a,N/a,MANAGER,N/a,680-684,0,04/2004,$0.00,8,0,10,n/a,"$7,652.00",0,71.50%,n/a,1
38538639,"$15,000","$15,000",11.99%,1.00%,"January 15, 2015","January 25, 2018","January 25, 2020",$0,RENT,"$3,167 / month",22.51%,5 years ,452xx,N/a,N/a,N/a,Sr Patient Adocate,N/a,675-679,0,01/2000,$0.00,14,0,28,55,"$15,467.00",1,56.70%,51,0
38538771,"$10,225","$10,225",19.24%,1.00%,"January 20, 2015","January 28, 2018","January 28, 2020",$0,MORTGAGE,"$1,715 / month",10.96%,6 years ,154xx,N/a,N/a,N/a,Instructor aide,N/a,685-689,0,09/2005,$0.00,8,0,12,n/a,"$6,958.00",0,53.50%,n/a,0
38539091,"$1,200","$1,200",12.99%,1.00%,"January 14, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$2,083 / month",29.43%,< 1 year ,104xx,N/a,N/a,N/a,AmeriCorps VISTA,N/a,745-749,0,09/2009,$0.00,16,0,20,n/a,"$3,277.00",0,29.30%,n/a,0
38539215,"$8,150","$8,150",8.67%,1.00%,"January 14, 2015","January 20, 2018","January 20, 2020",$0,MORTGAGE,"$2,083 / month",32.21%,10+ years ,260xx,N/a,N/a,N/a,Prep person,N/a,670-674,0,08/1990,$0.00,11,0,19,n/a,"$7,304.00",1,53.70%,90,0
38539253,"$4,500","$4,500",15.99%,1.00%,"January 15, 2015","January 23, 2018","January 23, 2020",$0,MORTGAGE,"$4,333 / month",11.33%,10+ years ,278xx,N/a,N/a,N/a,Field Superintendent,N/a,675-679,0,03/1987,$0.00,5,0,11,n/a,"$39,221.00",0,36.00%,n/a,0
38539522,"$15,775","$15,775",19.99%,1.00%,"January 14, 2015","January 21, 2018","January 21, 2020",$0,MORTGAGE,"$3,667 / month",17.15%,10+ years ,336xx,N/a,N/a,N/a,probation and parole officer,N/a,695-699,0,08/1985,$0.00,19,0,24,n/a,"$17,598.00",0,38.30%,n/a,4
38539584,"$14,500","$14,500",11.99%,1.00%,"January 15, 2015","January 23, 2018","January 23, 2020",$0,MORTGAGE,"$2,417 / month",25.97%,10+ years ,120xx,N/a,N/a,N/a,legal clerk,N/a,700-704,0,02/1998,$0.00,22,0,30,n/a,"$17,729.00",0,33.90%,n/a,0
38539594,"$15,000","$15,000",6.03%,1.00%,"January 16, 2015","January 20, 2018","January 20, 2020",$0,RENT,"$14,167 / month",16.26%,3 years ,770xx,N/a,N/a,N/a,Attorney,N/a,725-729,0,05/1996,$0.00,13,0,22,n/a,"$30,403.00",0,51.40%,n/a,0
38539617,"$6,500","$6,500",20.99%,1.00%,"January 15, 2015","January 20, 2018","January 20, 2020",$0,MORTGAGE,"$5,417 / month",20.20%,2 years ,706xx,N/a,N/a,N/a,RN,N/a,675-679,0,08/1994,$0.00,11,1,24,19,"$2,367.00",0,15.70%,n/a,3
38539663,"$14,000","$14,000",10.49%,1.00%,"January 20, 2015","January 28, 2018","January 28, 2020",$0,RENT,"$3,742 / month",25.99%,< 1 year ,784xx,N/a,N/a,N/a,Teacher,N/a,695-699,0,06/2001,$0.00,15,0,58,25,"$11,975.00",0,25.80%,n/a,1
38539684,"$28,800","$28,800",11.99%,1.00%,"January 15, 2015","January 20, 2018","January 20, 2020",$0,RENT,"$12,000 / month",20.22%,6 years ,336xx,N/a,N/a,N/a,Owner,N/a,675-679,0,11/2005,$0.00,14,0,20,n/a,"$16,293.00",0,61.70%,n/a,3
38539831,"$20,000","$20,000",11.99%,1.00%,"January 14, 2015","January 20, 2018","January 20, 2020",$0,MORTGAGE,"$3,750 / month",27.20%,10+ years ,430xx,N/a,N/a,N/a,Office Mgr.,N/a,720-724,0,03/1996,$0.00,8,0,13,n/a,"$23,165.00",0,87.70%,n/a,0
38540312,"$25,000","$25,000",6.49%,1.00%,"January 15, 2015","January 21, 2018","January 21, 2020",$0,OWN,"$15,000 / month",12.05%,1 year ,070xx,N/a,N/a,N/a,Member,N/a,725-729,0,06/1982,$0.00,18,1,46,8,"$36,340.00",0,46.80%,n/a,0
38540465,"$20,000","$20,000",12.99%,1.00%,"January 15, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$7,500 / month",25.61%,2 years ,840xx,N/a,N/a,N/a,riverdale lead tech,N/a,695-699,0,07/2004,$0.00,15,0,32,n/a,"$16,016.00",0,88.50%,n/a,1
38544183,"$8,000","$8,000",7.49%,1.00%,"January 14, 2015","January 7, 2018","January 7, 2020",$0,RENT,"$4,583 / month",6.65%,< 1 year ,077xx,N/a,N/a,N/a,Account Manager,N/a,750-754,0,06/1988,$0.00,5,0,17,n/a,"$11,879.00",0,33.20%,n/a,3
38544551,"$1,500","$1,500",14.31%,1.00%,"January 14, 2015","January 9, 2018","January 9, 2020",$0,RENT,"$2,083 / month",10.75%,2 years ,112xx,N/a,N/a,N/a,care for elderly ,N/a,680-684,0,07/2006,$0.00,9,0,15,38,"$6,535.00",0,34.60%,n/a,0
38545001,"$12,175","$12,175",14.99%,1.00%,"January 14, 2015","January 25, 2018","January 25, 2020",$0,MORTGAGE,"$2,917 / month",14.51%,10+ years ,740xx,N/a,N/a,N/a,Practice Mgr,N/a,665-669,0,07/1996,$0.00,11,0,23,n/a,"$10,674.00",1,69.00%,45,2
38545124,"$10,300","$10,300",19.99%,1.00%,"January 15, 2015","January 19, 2020","January 19, 2020",$0,RENT,"$3,000 / month",31.30%,10+ years ,104xx,N/a,N/a,N/a,asst. teacher,N/a,710-714,0,11/1999,$0.00,14,0,20,46,"$12,212.00",1,43.20%,111,0
38545227,"$21,025","$21,025",18.54%,1.00%,"January 14, 2015","January 16, 2020","January 16, 2020",$0,MORTGAGE,"$4,000 / month",20.66%,10+ years ,548xx,N/a,N/a,N/a,Service Manager,N/a,690-694,0,12/2000,$0.00,9,0,20,n/a,"$18,062.00",0,81.00%,n/a,1
38545464,"$6,400","$6,400",15.99%,1.00%,"January 15, 2015","January 23, 2018","January 23, 2020",$0,MORTGAGE,"$2,667 / month",25.24%,< 1 year ,853xx,N/a,N/a,N/a,City Mail Clerk,N/a,675-679,0,11/2001,$0.00,6,0,10,74,"$4,730.00",2,52.00%,69,0
38547071,"$6,000","$6,000",12.39%,1.00%,"January 14, 2015","January 15, 2018","January 15, 2020",$0,RENT,"$7,083 / month",29.63%,10+ years ,077xx,N/a,N/a,N/a,FURNITURE SALESMAN,N/a,695-699,0,07/1992,$0.00,15,0,41,n/a,"$41,289.00",0,59.20%,n/a,2
38547141,"$6,600","$6,600",12.39%,1.00%,"January 16, 2015","January 29, 2018","January 29, 2020",$0,RENT,"$2,500 / month",6.04%,3 years ,800xx,N/a,N/a,N/a,Server,N/a,705-709,0,04/2011,$0.00,6,0,8,n/a,"$5,760.00",0,51.90%,n/a,0
38547567,"$6,250","$6,250",20.99%,1.00%,"January 16, 2015","January 16, 2018","January 16, 2020",$0,RENT,"$1,750 / month",21.43%,n/a,064xx,N/a,N/a,N/a,n/a,N/a,670-674,0,03/1997,$0.00,8,0,9,n/a,"$7,856.00",0,93.50%,n/a,0
38547782,"$24,000","$24,000",12.99%,1.00%,"January 20, 2015","January 16, 2020","January 16, 2020",$0,RENT,"$8,433 / month",10.20%,10+ years ,207xx,N/a,N/a,N/a,management and program analyst ,N/a,665-669,0,02/2001,$0.00,11,0,24,42,"$13,800.00",0,65.70%,n/a,0
38547895,"$5,000","$5,000",14.31%,1.00%,"January 14, 2015","January 17, 2018","January 17, 2020",$0,RENT,"$3,333 / month",14.55%,2 years ,432xx,N/a,N/a,N/a,FUEL ATTENDANT,N/a,660-664,0,05/2001,$0.00,9,0,31,44,"$5,751.00",3,22.10%,31,1
38548426,"$5,000","$5,000",12.39%,1.00%,"January 14, 2015","January 24, 2018","January 24, 2020",$0,RENT,"$7,333 / month",6.92%,2 years ,926xx,N/a,N/a,N/a,Field Energy Consultant,N/a,695-699,0,01/2003,$0.00,10,1,28,20,"$4,568.00",0,16.00%,n/a,1
38548427,"$15,000","$15,000",10.49%,1.00%,"January 14, 2015","January 20, 2018","January 20, 2020",$0,MORTGAGE,"$3,337 / month",18.65%,9 years ,313xx,N/a,N/a,N/a,Billing Analyst,N/a,670-674,0,06/2000,$0.00,8,2,15,9,"$17,323.00",0,82.10%,n/a,0
